0.008059 1 0.0 0 1
0.262026 1 0.0 0 1
0.472815 1 0.0 0 1
0.612800 1 0.0 0 1
0.638594 1 0.0 0 1
0.077691 1 0.0 1 1
0.114957 1 0.0 1 1
0.351821 1 0.0 1 1
0.408847 1 0.0 1 1
0.467597 1 0.0 1 1
0.668695 1 0.0 1 1
0.785910 1 0.0 1 1
0.905708 1 0.0 1 1
0.066345 1 0.0 2 1
0.254400 1 0.0 2 1
0.361572 1 0.0 2 1
0.644001 1 0.0 2 1
0.883818 1 0.0 2 1
0.035736 1 0.0 3 1
0.383531 1 0.0 3 1
0.900711 1 0.0 4 1
0.198755 1 0.0 5 1
0.416910 1 0.0 5 1
0.433098 1 0.0 5 1
0.504558 1 0.0 5 1
0.510402 1 0.0 5 1
0.298710 1 0.0 6 1
0.423229 1 0.0 6 1
0.496738 1 0.0 6 1
0.635586 1 0.0 6 1
0.427085 1 0.0 7 1
0.431487 1 0.0 7 1
0.627126 1 0.0 7 1
0.642697 1 0.0 7 1
0.822400 1 0.0 7 1
0.880181 1 0.0 7 1
0.286709 1 0.0 8 1
0.391886 1 0.0 8 1
0.436598 1 0.0 8 1
0.925805 1 0.0 8 1
0.038086 1 0.0 9 1
0.538980 1 0.0 9 1
0.054814 1 0.0 10 1
0.102652 1 0.0 10 1
0.269159 1 0.0 10 1
0.404442 1 0.0 10 1
0.589998 1 0.0 10 1
0.603356 1 0.0 10 1
0.689094 1 0.0 10 1
0.748625 1 0.0 10 1
0.872838 1 0.0 10 1
0.007265 1 0.0 11 1
0.052060 1 0.0 11 1
0.277922 1 0.0 11 1
0.333794 1 0.0 11 1
0.454974 1 0.0 11 1
0.507032 1 0.0 11 1
0.587053 1 0.0 11 1
0.912910 1 0.0 11 1
0.937709 1 0.0 11 1
0.070554 1 0.0 12 1
0.398011 1 0.0 12 1
0.451113 1 0.0 12 1
0.476627 1 0.0 12 1
0.533469 1 0.0 12 1
0.172251 1 0.0 13 1
0.172910 1 0.0 13 1
0.229973 1 0.0 14 1
0.382978 1 0.0 14 1
0.889924 1 0.0 14 1
0.133357 1 0.0 15 1
0.164127 1 0.0 15 1
0.621802 1 0.0 15 1
0.953302 1 0.0 15 1
0.177296 1 0.0 16 1
0.221642 1 0.0 16 1
0.534658 1 0.0 16 1
0.607900 1 0.0 16 1
0.754708 1 0.0 16 1
0.135741 1 0.0 17 1
0.967003 1 0.0 17 1
0.977559 1 0.0 17 1
0.078549 1 0.0 18 1
0.370361 1 0.0 18 1
0.386298 1 0.0 18 1
0.434234 1 0.0 18 1
0.606374 1 0.0 18 1
0.618976 1 0.0 18 1
0.762531 1 0.0 18 1
0.832937 1 0.0 18 1
0.355257 1 0.0 19 1
0.542297 1 0.0 20 1
0.597651 1 0.0 20 1
0.633156 1 0.0 20 1
0.739142 1 0.0 20 1
0.843072 1 0.0 20 1
0.135216 1 0.0 21 1
0.446920 1 0.0 21 1
0.616276 1 0.0 21 1
0.810986 1 0.0 21 1
0.879691 1 0.0 21 1
0.048450 1 0.0 22 1
0.261060 1 0.0 22 1
0.646442 1 0.0 22 1
0.682050 1 0.0 22 1
0.036614 1 0.0 23 1
0.317228 1 0.0 23 1
0.490753 1 0.0 23 1
0.577770 1 0.0 23 1
0.911077 1 0.0 23 1
0.015548 1 0.0 24 1
0.384213 1 0.0 24 1
0.431410 1 0.0 24 1
0.449340 1 0.0 24 1
0.505228 1 0.0 24 1
0.548342 1 0.0 24 1
0.677540 1 0.0 24 1
0.718859 1 0.0 24 1
0.871969 1 0.0 24 1
0.417864 1 0.0 25 1
0.489774 1 0.0 25 1
0.499446 1 0.0 25 1
0.710071 1 0.0 25 1
0.844209 1 0.0 25 1
0.918908 1 0.0 25 1
0.981184 1 0.0 25 1
0.251344 1 0.0 26 1
0.471240 1 0.0 26 1
0.543790 1 0.0 26 1
0.301274 1 0.0 27 1
0.889703 1 0.0 27 1
0.174633 1 0.0 28 1
0.368476 1 0.0 28 1
0.375902 1 0.0 28 1
0.884885 1 0.0 28 1
0.169912 1 0.0 29 1
0.269845 1 0.0 29 1
0.490515 1 0.0 29 1
0.817328 1 0.0 29 1
0.893124 1 0.0 29 1
0.390829 1 0.0 30 1
0.527401 1 0.0 30 1
0.757569 1 0.0 30 1
0.064393 1 0.0 31 1
0.387561 1 0.0 31 1
0.523460 1 0.0 31 1
0.559464 1 0.0 31 1
0.713304 1 0.0 31 1
0.901014 1 0.0 31 1
0.082982 1 0.0 32 1
0.398836 1 0.0 32 1
0.526183 1 0.0 32 1
0.553802 1 0.0 32 1
0.789557 1 0.0 32 1
0.915149 1 0.0 32 1
0.166667 1 0.0 33 1
0.525276 1 0.0 33 1
0.758115 1 0.0 33 1
0.444558 1 0.0 34 1
0.449874 1 0.0 34 1
0.469046 1 0.0 34 1
0.813952 1 0.0 34 1
0.831456 1 0.0 34 1
0.068184 1 0.0 35 1
0.145584 1 0.0 35 1
0.200601 1 0.0 35 1
0.358683 1 0.0 35 1
0.417569 1 0.0 35 1
0.735564 1 0.0 35 1
